#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_aachen_adj;Aachener;;;;;;;;;;;;;x
c_aalst_adj;Aalster;;;;;;;;;;;;;x
c_aargau_adj;Aargauer;aargauer;;;;;;;;;;;;x
c_lykandos_adj_oghuz;Elbistanian;Elbistan;;;;;;;;;;;;x
c_lykandos_adj_turkish;Elbistanian;Elbistan;;;;;;;;;;;;x
c_lykandos_adj_turkmen;Elbistanian;Elbistan;;;;;;;;;;;;x
c_lykia_adj_central_italian;Lician;Licia;;;;;;;;;;;;x
c_lykia_adj_corsican;Lician;Licia;;;;;;;;;;;;x
c_lykia_adj_dalmatian;Lician;Licia;;;;;;;;;;;;x
c_lykia_adj_frankish;Lycian;Lycie;;;;;;;;;;;;x
c_lykia_adj_italian;Lician;Licia;;;;;;;;;;;;x
c_lykia_adj_ligurian;Lician;Licia;;;;;;;;;;;;x
c_lykia_adj_neapolitan;Lician;Licia;;;;;;;;;;;;x
c_lykia_adj_norman;Lycian;Lycie;;;;;;;;;;;;x
c_lykia_adj_oghuz;Tekean;Teke;;;;;;;;;;;;x
c_lykia_adj_sardinian;Lician;Licia;;;;;;;;;;;;x
c_lykia_adj_sicilian;Lician;Licia;;;;;;;;;;;;x
c_lykia_adj_southern_italian;Lician;Licia;;;;;;;;;;;;x
c_lykia_adj_turkish;Tekean;Teke;;;;;;;;;;;;x
c_lykia_adj_turkmen;Tekean;Teke;;;;;;;;;;;;x
c_lykia_adj_tuscan;Lician;Licia;;;;;;;;;;;;x
c_lykia_adj_venetian;Lician;Licia;;;;;;;;;;;;x
c_lyon_adj;Lyonnais;lyonnaise;;;;;;;;;;;;x
c_lyubech_adj;Lyubechian;;;;;;;;;;;;;x
c_macva_adj;Macvan;Macva;Macvische;;Macva;;;;;;;;;x
c_macva_adj_bavarian;Matschvan;Matschva;Matschvaische;;Matschva;;;;;;;;;x
c_macva_adj_crimean_gothic;Capedounian;Capedounon;Capedounische;;Capedounon;;;;;;;;;x
c_macva_adj_dutch;Matschvan;Matschva;Matschvaische;;Matschva;;;;;;;;;x
c_macva_adj_franconian;Matschvan;Matschva;Matschvaische;;Matschva;;;;;;;;;x
c_macva_adj_german;Matschvan;Matschva;Matschvaische;;Matschva;;;;;;;;;x
c_macva_adj_greek;Capedounian;Capedounon;Capedounische;;Capedounon;;;;;;;;;x
c_macva_adj_hungarian;Macsói;;;;;;;;;;;;;x
c_macva_adj_low_frankish;Matschvan;Matschva;Matschvaische;;Matschva;;;;;;;;;x
c_macva_adj_low_german;Matschvan;Matschva;Matschvaische;;Matschva;;;;;;;;;x
c_macva_adj_low_saxon;Matschvan;Matschva;Matschvaische;;Matschva;;;;;;;;;x
c_macva_adj_swabian;Matschvan;Matschva;Matschvaische;;Matschva;;;;;;;;;x
c_macva_adj_szekely;Macsói;;;;;;;;;;;;;x
c_macva_adj_thuringian;Matschvan;Matschva;Matschvaische;;Matschva;;;;;;;;;x
c_madaba_adj_frankish;Gerasan;Gerasa;;;;;;;;;;;;x
c_madaba_adj_greek;Arbelan;Arbela;;;;;;;;;;;;x
c_madaba_adj_norman;Gerasan;Gerasa;;;;;;;;;;;;x
c_mafaza_adj;Mafazi;;;;;;;;;;;;;x
c_magdeburg_adj;Magdeburger;;;;;;;;;;;;;x
c_maikele_bahr_adj;Maikele Bahran;;;;;;;;;;;;;x
c_mainz_adj;Mentzer;;;;;;;;;;;;;x
c_makran_adj;Tízi;;;;;;;;;;;;;x
c_malal_adj;Malalí;;;;;;;;;;;;;x
c_mali_adj;Malian;;;;;;;;;;;;;x
c_malkhicho_adj;Malkhichoan;;;;;;;;;;;;;x
c_malta_adj;Maltese;;;;;;;;;;;;;x
c_manbij_adj;Manbijan;;;;;;;;;;;;;x
c_manbij_adj_frankish;Mombechan;Mombech;;;;;;;;;;;;x
c_manbij_adj_greek;Hierapolitan;Hierapolis;;;;;;;;;;;;x
c_manbij_adj_norman;Mombechan;Mombech;;;;;;;;;;;;x
c_mandistan_adj;Mandistani;;;;;;;;;;;;;x
c_manfalut_adj;Manfalútí;;;;;;;;;;;;;x
c_manfalut_adj_greek;Manbalotan;Manbalot;;;;;;;;;;;;x
c_manopello_adj;Manopellitan;;;;;;;;;;;;;x
c_mansfeld_adj;Mansfelder;;;;;;;;;;;;;x
c_mansia_adj;Polumish;Polum;Polum;;Polum;;;;;;;;;x
c_mansia_adj_bohemian;Pelymish;Pelym;Pelym;;Pelym;;;;;;;;;x
c_mansia_adj_bosnian;Pelymish;Pelym;Pelym;;Pelym;;;;;;;;;x
c_mansia_adj_bulgarian;Pelymish;Pelym;Pelym;;Pelym;;;;;;;;;x
c_mansia_adj_carantanian;Pelymish;Pelym;Pelym;;Pelym;;;;;;;;;x
c_mansia_adj_croatian;Pelymish;Pelym;Pelym;;Pelym;;;;;;;;;x
c_mansia_adj_slovieni;Pelymish;Pelym;Pelym;;Pelym;;;;;;;;;x
c_mansia_adj_polish;Pelymish;Pelym;Pelym;;Pelym;;;;;;;;;x
c_mansia_adj_pommeranian;Pelymish;Pelym;Pelym;;Pelym;;;;;;;;;x
c_mansia_adj_russian;Pelymish;Pelym;Pelym;;Pelym;;;;;;;;;x
c_mansia_adj_serbian;Pelymish;Pelym;Pelym;;Pelym;;;;;;;;;x
c_mantua_adj;Mantuan;;;;;;;;;;;;;x
c_manupura_adj;Manúfí;;;;;;;;;;;;;x
c_manupura_adj_greek;Athriban;Athribis;;;;;;;;;;;;x
c_manych_adj;Ugruian;Ugru;Ugru;;Ugru;;;;;;;;;x
c_manych_adj_bohemian;Manyczian;Manycz;Manycz;;Manycz;;;;;;;;;x
c_manych_adj_bosnian;Manychian;Manych;Manych;;Manych;;;;;;;;;x
c_manych_adj_bulgarian;Manychian;Manych;Manych;;Manych;;;;;;;;;x
c_manych_adj_carantanian;Manychian;Manych;Manych;;Manych;;;;;;;;;x
c_manych_adj_croatian;Manychian;Manych;Manych;;Manych;;;;;;;;;x
c_manych_adj_slovieni;Manyczian;Manycz;Manycz;;Manycz;;;;;;;;;x
c_manych_adj_polish;Manyczian;Manycz;Manycz;;Manycz;;;;;;;;;x
c_manych_adj_pommeranian;Manyczian;Manycz;Manycz;;Manycz;;;;;;;;;x
c_manych_adj_russian;Manychian;Manych;Manych;;Manych;;;;;;;;;x
c_manych_adj_serbian;Manychian;Manych;Manych;;Manych;;;;;;;;;x
c_manzikert_adj;Manazkerti;Manazkert;;;;;;;;;;;;x
c_manzikert_adj_andalusian_arabic;Minazjirdan;Minazjird;;;;;;;;;;;;x
c_manzikert_adj_bedouin_arabic;Minazjirdan;Minazjird;;;;;;;;;;;;x
c_manzikert_adj_egyptian_arabic;Minazjirdan;Minazjird;;;;;;;;;;;;x
c_manzikert_adj_greek;Manzikerti;Manzikert;;;;;;;;;;;;x
c_manzikert_adj_kurdish;Minazjirdan;Malazgir;Malazgiran;;Malazgiran;;;;;;;;;x
c_manzikert_adj_levantine_arabic;Minazjirdan;Minazjird;;;;;;;;;;;;x
c_manzikert_adj_maghreb_arabic;Minazjirdan;Minazjird;;;;;;;;;;;;x
c_manzikert_adj_oghuz;Minazjirdan;Malazgird;Malazgirdian;;Malazgirdian;;;;;;;;;x
c_manzikert_adj_sicilian_arabic;Minazjirdan;Minazjird;;;;;;;;;;;;x
c_manzikert_adj_turkish;Minazjirdan;Malazgird;Malazgirdian;;Malazgirdian;;;;;;;;;x
c_manzikert_adj_turkmen;Minazjirdan;Malazgird;Malazgirdian;;Malazgirdian;;;;;;;;;x
c_maragheh_adj;Maraghean;Maragheh;;;;;;;;;;;;x
c_mardin_adj;Mardinian;Mardin;;;;;;;;;;;;x
c_mardin_adj_andalusian_arabic;Máridínian;Máridín;;;;;;;;;;;;x
c_mardin_adj_bedouin_arabic;Máridínian;Máridín;;;;;;;;;;;;x
c_mardin_adj_egyptian_arabic;Máridínian;Máridín;;;;;;;;;;;;x
c_mardin_adj_greek;Maridan;Marida;;;;;;;;;;;;x
c_mardin_adj_kurdish;Mêrdînian;Mêrdîn;;;;;;;;;;;;x
c_mardin_adj_levantine_arabic;Máridínian;Máridín;;;;;;;;;;;;x
c_mardin_adj_maghreb_arabic;Máridínian;Máridín;;;;;;;;;;;;x
c_mardin_adj_sicilian_arabic;Máridínian;Máridín;;;;;;;;;;;;x
c_marienburg_adj;Warmian;;;;;;;;;;;;;x
c_mark_adj;Marker;;;;;;;;;;;;;x
c_marmaros_adj;Szatmárish;Szatmár;Szatmárische;;Szatmár;;;;;;;;;x
c_marmaros_adj_german;Sathmarish;Sathmar;Sathmarerische;;Sathmar;;;;;;;;;x
c_marmaros_adj_romanian;Maramuresish;Maramures;Maramuresische;;Maramures;;;;;;;;;x
c_marrakech_adj;Marrákushí;;;;;;;;;;;;;x
c_marsan_adj;Marsanian;;;;;;;;;;;;;x
c_marsciano_adj;Marscianese;;;;;;;;;;;;;x
c_marseille_adj;Marselhés;marselhesa;;;;;;;;;;;;x
c_marsi_adj;Marsi;;;;;;;;;;;;;x
c_marsico_adj;Marsican;;;;;;;;;;;;;x
c_marya_adj;Maryi;;;;;;;;;;;;;x
c_mashkel_adj;Mashkeli;;;;;;;;;;;;;x
c_masin_adj;Masiní;;;;;;;;;;;;;x
c_maskat_adj;Maskati;;;;;;;;;;;;;x
c_massat_adj;Asfi;;;;;;;;;;;;;x
c_massina_adj;Massiní;;;;;;;;;;;;;x
c_masyaf_adj;Masyafan;;;;;;;;;;;;;x
c_maysan_adj;Maysani;;;;;;;;;;;;;x
c_mazandaran_adj;Mazandarani;;;;;;;;;;;;;x
c_mecklemburg_adj;Mecklemburger;;;;;;;;;;;;;x
c_medina_del_campo_adj;Medinense;;;;;;;;;;;;;x
c_medjerda_adj;Súsí;;;;;;;;;;;;;x
c_medjerda_adj_greek;Hadrumetan;Hadrumetum;;;;;;;;;;;;x
c_medjerda_adj_roman;Hadrumetan;Hadrumetum;;;;;;;;;;;;x
c_meissen_adj;Meissener;;;;;;;;;;;;;x
c_melitene_adj_armenian;Malat'yan;Malat'ya;;;;;;;;;;;;x
c_melitene_adj_frankish;Melitenan;Melitena;;;;;;;;;;;;x
c_melitene_adj_kurdish;Meletîan;Meletî;;;;;;;;;;;;x
c_melitene_adj_norman;Melitenan;Melitena;;;;;;;;;;;;x
c_melitene_adj_oghuz;Malatiyan;Malatiya;;;;;;;;;;;;x
c_melitene_adj_turkish;Malatiyan;Malatiya;;;;;;;;;;;;x
c_melitene_adj_turkmen;Malatiyan;Malatiya;;;;;;;;;;;;x
c_mema_adj;Meman;;;;;;;;;;;;;x
c_memel_adj;Memelian;;;;;;;;;;;;;x
c_merya_adj;Šošman;Šošma;Šošma;;Šošma;;;;;;;;;x
c_merya_adj_avar;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_bashkir;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_bolghar;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_cuman;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_karluk;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_khavar;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_khazar;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_khitan;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_kirghiz;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_mongol;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_oghuz;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_pecheneg;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_turkish;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_turkmen;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_merya_adj_uyghur;Shushman;Shushma;Shushma;;Shushma;;;;;;;;;x
c_mesembria_adj;Zagorean;Zagore;;;;;;;;;;;;x
c_mesembria_adj_alan;Zagorian;Zagoria;;;;;;;;;;;;x
c_mesembria_adj_arberian;Zagorian;Zagoria;;;;;;;;;;;;x
c_mesembria_adj_armenian;Zagorian;Zagoria;;;;;;;;;;;;x
c_mesembria_adj_georgian;Zagorian;Zagoria;;;;;;;;;;;;x
c_mesembria_adj_greek;Zagorian;Zagoria;;;;;;;;;;;;x
c_mesembria_adj_oghuz;Misivrian;Misivri;;;;;;;;;;;;x
c_mesembria_adj_roman;Zagorian;Zagoria;;;;;;;;;;;;x
c_mesembria_adj_turkish;Misivrian;Misivri;;;;;;;;;;;;x
c_mesembria_adj_turkmen;Misivrian;Misivri;;;;;;;;;;;;x
c_messina_adj;Messinese;;;;;;;;;;;;;x
c_methone_adj_central_italian;Modonian;Modon;;;;;;;;;;;;x
c_methone_adj_corsican;Modonian;Modon;;;;;;;;;;;;x
c_methone_adj_dalmatian;Modonian;Modon;;;;;;;;;;;;x
c_methone_adj_frankish;Messénian;Messénie;;;;;;;;;;;;x
c_methone_adj_greek;Messenian;Messenia;;;;;;;;;;;;x
c_methone_adj_italian;Modonian;Modon;;;;;;;;;;;;x
c_methone_adj_ligurian;Modonian;Modon;;;;;;;;;;;;x
c_methone_adj_neapolitan;Modonian;Modon;;;;;;;;;;;;x
c_methone_adj_norman;Messénian;Messénie;;;;;;;;;;;;x
c_methone_adj_sardinian;Modonian;Modon;;;;;;;;;;;;x
c_methone_adj_sicilian;Modonian;Modon;;;;;;;;;;;;x
c_methone_adj_southern_italian;Modonian;Modon;;;;;;;;;;;;x
c_methone_adj_tuscan;Modonian;Modon;;;;;;;;;;;;x
c_methone_adj_venetian;Modonian;Modon;;;;;;;;;;;;x
c_metsepole_adj;Metsepolitan;;;;;;;;;;;;;x
c_metz_adj;Messin;messine;;;;;;;;;;;;x
c_middlesex_adj;Middlesexish;;;;;;;;;;;;;x
c_middlesex_adj_breton;Lundeinian;;;;;;;;;;;;;x
c_middlesex_adj_cornish;Lundeinian;;;;;;;;;;;;;x
c_middlesex_adj_cumbric;Llundainian;;;;;;;;;;;;;x
c_middlesex_adj_danish;Miðseaxr;;;;;;;;;;;;;x
c_middlesex_adj_gothic;Miðseaxr;;;;;;;;;;;;;x
c_middlesex_adj_icelandic;Miðseaxr;;;;;;;;;;;;;x
c_middlesex_adj_irish;Lundeinian;;;;;;;;;;;;;x
c_middlesex_adj_norse;Miðseaxr;;;;;;;;;;;;;x
c_middlesex_adj_norsegaelic;Miðseaxr;;;;;;;;;;;;;x
c_middlesex_adj_norwegian;Miðseaxr;;;;;;;;;;;;;x
c_middlesex_adj_saxon;Middleseaxna;;;;;;;;;;;;;x
c_middlesex_adj_scottish;Lundeinian;;;;;;;;;;;;;x
c_middlesex_adj_swedish;Miðseaxr;;;;;;;;;;;;;x
c_middlesex_adj_welsh;Llundainian;;;;;;;;;;;;;x
c_milano_adj;Burgaria;;;;;;;;;;;;;x
c_milau_adj;Milauan;;;;;;;;;;;;;x
c_minsk_adj;Minskian;;;;;;;;;;;;;x
c_modena_adj;Modenese;;;;;;;;;;;;;x
c_modica_adj;Modician;;;;;;;;;;;;;x
c_modigliana_adj;Modiglianan;;;;;;;;;;;;;x
c_modrus_adj;Modrušian;;;;;;;;;;;;;x
c_molise_adj;Molisian;;;;;;;;;;;;;x
c_mologa_adj;Mologian;;;;;;;;;;;;;x
c_monemvasia_adj;Monemvasian;Monemvasia;;;;;;;;;;;;x
c_monemvasia_adj_central_italian;Malvasian;Malvasia;;;;;;;;;;;;x
c_monemvasia_adj_corsican;Malvasian;Malvasia;;;;;;;;;;;;x
c_monemvasia_adj_dalmatian;Malvasian;Malvasia;;;;;;;;;;;;x
c_monemvasia_adj_frankish;Chaconian;Chaconie;;;;;;;;;;;;x
c_monemvasia_adj_greek;Lakonian;Lakonia;;;;;;;;;;;;x
c_monemvasia_adj_italian;Malvasian;Malvasia;;;;;;;;;;;;x
c_monemvasia_adj_ligurian;Malvasian;Malvasia;;;;;;;;;;;;x
c_monemvasia_adj_neapolitan;Malvasian;Malvasia;;;;;;;;;;;;x
c_monemvasia_adj_norman;Chaconian;Chaconie;;;;;;;;;;;;x
c_monemvasia_adj_oghuz;Meneksian;Menekse;;;;;;;;;;;;x
c_monemvasia_adj_sardinian;Malvasian;Malvasia;;;;;;;;;;;;x
c_monemvasia_adj_sicilian;Malvasian;Malvasia;;;;;;;;;;;;x
c_monemvasia_adj_southern_italian;Malvasian;Malvasia;;;;;;;;;;;;x
c_monemvasia_adj_turkish;Meneksian;Menekse;;;;;;;;;;;;x
c_monemvasia_adj_turkmen;Meneksian;Menekse;;;;;;;;;;;;x
c_monemvasia_adj_tuscan;Malvasian;Malvasia;;;;;;;;;;;;x
c_monemvasia_adj_venetian;Malvasian;Malvasia;;;;;;;;;;;;x
c_monferrand_adj;Monferrandan;;;;;;;;;;;;;x
c_monferrand_adj_andalusian_arabic;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monferrand_adj_bedouin_arabic;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monferrand_adj_egyptian_arabic;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monferrand_adj_greek;Raphanian;;;;;;;;;;;;;x
c_monferrand_adj_levantine_arabic;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monferrand_adj_maghreb_arabic;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monferrand_adj_masmuda;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monferrand_adj_sanhaja;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monferrand_adj_sicilian_arabic;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monferrand_adj_tagelmust;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monferrand_adj_tuareg;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monferrand_adj_zanata;Hisn-al Akradan;Hisn-al Akrad;;;;;;;;;;;;x
c_monreal_adj_andalusian_arabic;Shobakian;Shobak;;;;;;;;;;;;x
c_monreal_adj_bedouin_arabic;Shobakian;Shobak;;;;;;;;;;;;x
c_monreal_adj_egyptian_arabic;Shobakian;Shobak;;;;;;;;;;;;x
c_monreal_adj_levantine_arabic;Shobakian;Shobak;;;;;;;;;;;;x
c_monreal_adj_maghreb_arabic;Shobakian;Shobak;;;;;;;;;;;;x
c_monreal_adj_masmuda;Shobakian;Shobak;;;;;;;;;;;;x
c_monreal_adj_sanhaja;Shobakian;Shobak;;;;;;;;;;;;x
c_monreal_adj_sicilian_arabic;Shobakian;Shobak;;;;;;;;;;;;x
c_monreal_adj_tagelmust;Shobakian;Shobak;;;;;;;;;;;;x
c_monreal_adj_tuareg;Shobakian;Shobak;;;;;;;;;;;;x
c_monreal_adj_zanata;Shobakian;Shobak;;;;;;;;;;;;x
c_montbeliard_adj;Montbéliardier;montbéliarde;;;;;;;;;;;;x
c_montefeltro_adj;Montefeltran;;;;;;;;;;;;;x
c_montfort_adj;Montfortese;;;;;;;;;;;;;x
c_mora_adj;Moran;;;;;;;;;;;;;x
c_moray_adj;Moireibheach;;;;;;;;;;;;;x
c_mordva_adj;Mokshan;Moksha;Moksha;;Moksha;;;;;;;;;x
c_mordva_adj_avar;Mäqshän;Mäqshä;Mäqshä;;Mäqshä;;;;;;;;;x
c_mordva_adj_bashkir;Muqshian;Muqshi;Muqshi;;Muqshi;;;;;;;;;x
c_mordva_adj_bolghar;Mäqshän;Mäqshä;Mäqshä;;Mäqshä;;;;;;;;;x
c_mordva_adj_cuman;Muqshian;Muqshi;Muqshi;;Muqshi;;;;;;;;;x
c_mordva_adj_finnish;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_mordva_adj_karelian;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_mordva_adj_karluk;Muqshian;Muqshi;Muqshi;;Muqshi;;;;;;;;;x
c_mordva_adj_khanty;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_mordva_adj_khavar;Mäqshän;Mäqshä;Mäqshä;;Mäqshä;;;;;;;;;x
c_mordva_adj_khazar;Mäqshän;Mäqshä;Mäqshä;;Mäqshä;;;;;;;;;x
c_mordva_adj_khitan;Muqshian;Muqshi;Muqshi;;Muqshi;;;;;;;;;x
c_mordva_adj_kirghiz;Muqshian;Muqshi;Muqshi;;Muqshi;;;;;;;;;x
c_mordva_adj_komi;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_mordva_adj_lappish;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_mordva_adj_livonian;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_mordva_adj_mari;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_mordva_adj_mongol;Muqshian;Muqshi;Muqshi;;Muqshi;;;;;;;;;x
c_mordva_adj_mordvin;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_mordva_adj_oghuz;Mukshian;Mukshi;Mukshi;;Mukshi;;;;;;;;;x
c_mordva_adj_pecheneg;Mukshian;Mukshi;Mukshi;;Mukshi;;;;;;;;;x
c_mordva_adj_russian;Moksha;;;;;;;;;;;;;x
c_mordva_adj_samoyed;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_mordva_adj_turkish;Mukshian;Mukshi;Mukshi;;Mukshi;;;;;;;;;x
c_mordva_adj_turkmen;Mukshian;Mukshi;Mukshi;;Mukshi;;;;;;;;;x
c_mordva_adj_ugricbaltic;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_mordva_adj_uyghur;Muqshian;Muqshi;Muqshi;;Muqshi;;;;;;;;;x
c_mordva_adj_vepsian;Jovian;Jov;Jov;;Jov;;;;;;;;;x
c_more_adj;Mörer;;;;;;;;;;;;;x
c_mortain_adj;Mortainais;;;;;;;;;;;;;x
c_moskva_adj;Muscovite;;;;;;;;;;;;;x
c_mosul_adj_assyrian;Ninwan;;;;;;;;;;;;;x
c_mosul_adj_greek;Mepsilan;Mepsila;;;;;;;;;;;;x
c_mosynopolis_adj;Mosynopolitan;Mosynopolis;;;;;;;;;;;;x
c_mosynopolis_adj_bulgarian;Gyumyurdzinan;Gyumyurdzina;;;;;;;;;;;;x
c_mosynopolis_adj_oghuz;Gümülcinan;Gümülcine;;;;;;;;;;;;x
c_mosynopolis_adj_turkish;Gümülcinan;Gümülcine;;;;;;;;;;;;x
c_mosynopolis_adj_turkmen;Gümülcinan;Gümülcine;;;;;;;;;;;;x
c_mountain_cheremisa_adj;Alatyr'an;Alatyr';Alatyr';;Alatyr';;;;;;;;;x
c_mountain_cheremisa_adj_avar;Ulatäran;Ulatär;Ulatär;;Ulatär;;;;;;;;;x
c_mountain_cheremisa_adj_bolghar;Ulatäran;Ulatär;Ulatär;;Ulatär;;;;;;;;;x
c_mountain_cheremisa_adj_finnish;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_mountain_cheremisa_adj_karelian;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_mountain_cheremisa_adj_khanty;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_mountain_cheremisa_adj_khavar;Ulatäran;Ulatär;Ulatär;;Ulatär;;;;;;;;;x
c_mountain_cheremisa_adj_khazar;Ulatäran;Ulatär;Ulatär;;Ulatär;;;;;;;;;x
c_mountain_cheremisa_adj_komi;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_mountain_cheremisa_adj_lappish;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_mountain_cheremisa_adj_lettigallish;Alatyrisian;Alatyris;Alatyris;;Alatyris;;;;;;;;;x
c_mountain_cheremisa_adj_lithuanian;Alatyrisian;Alatyris;Alatyris;;Alatyris;;;;;;;;;x
c_mountain_cheremisa_adj_livonian;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_mountain_cheremisa_adj_mari;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_mountain_cheremisa_adj_mordvin;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_mountain_cheremisa_adj_prussian;Alatyrisian;Alatyris;Alatyris;;Alatyris;;;;;;;;;x
c_mountain_cheremisa_adj_samoyed;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_mountain_cheremisa_adj_ugricbaltic;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_mountain_cheremisa_adj_vepsian;Ratorian;Rator;Rator;;Rator;;;;;;;;;x
c_moylurg_adj;Moylurgan;Moylurg;Moylurg;;Moylurg;;;;;;;;;x
c_moylurg_adj_breton;Magh Luirgan;Magh Luirg;Magh Luirg;;Magh Luirg;;;;;;;;;x
c_moylurg_adj_cornish;Magh Luirgan;Magh Luirg;Magh Luirg;;Magh Luirg;;;;;;;;;x
c_moylurg_adj_cumbric;Magh Luirgan;Magh Luirg;Magh Luirg;;Magh Luirg;;;;;;;;;x
c_moylurg_adj_irish;Magh Luirgan;Magh Luirg;Magh Luirg;;Magh Luirg;;;;;;;;;x
c_moylurg_adj_norsegaelic;Magh Luirgan;Magh Luirg;Magh Luirg;;Magh Luirg;;;;;;;;;x
c_moylurg_adj_scottish;Magh Luirgan;Magh Luirg;Magh Luirg;;Magh Luirg;;;;;;;;;x
c_moylurg_adj_welsh;Magh Luirgan;Magh Luirg;Magh Luirg;;Magh Luirg;;;;;;;;;x
c_mozhaysk_adj;Mozhayskian;;;;;;;;;;;;;x
c_mstislavl_adj;Mstislavian;;;;;;;;;;;;;x
c_muile_adj;Muileach;;;;;;;;;;;;;x
c_multan_adj;Multani;;;;;;;;;;;;;x
c_munio_adj;Munii;;;;;;;;;;;;;x
c_munster_adj;Münster;;;;;;;;;;;;;x
c_murom_adj;Muromian;;;;;;;;;;;;;x
c_mylasa_adj;Mylasan;Mylasa;;;;;;;;;;;;x
c_mylasa_adj_oghuz;Mentešian;Menteše;;;;;;;;;;;;x
c_mylasa_adj_turkish;Mentešian;Menteše;;;;;;;;;;;;x
c_mylasa_adj_turkmen;Mentešian;Menteše;;;;;;;;;;;;x
c_mzab_adj;Mzábí;;;;;;;;;;;;;x
c_nadruvia_adj;Nadruvian;;;;;;;;;;;;;x
c_nafusa_adj;Nafúsí;;;;;;;;;;;;;x
c_nafusa_adj_greek;Thentean;Thenteos;;;;;;;;;;;;x
c_nafusa_adj_roman;Thentean;Thenteos;;;;;;;;;;;;x
c_nafzawa_adj;Nafzáwí;;;;;;;;;;;;;x
c_nafzawa_adj_greek;Neptian;Nepte;;;;;;;;;;;;x
c_nafzawa_adj_roman;Neptian;Nepte;;;;;;;;;;;;x
c_naissus_adj;Nišan;Niš;;;;;;;;;;;;x
c_naissus_adj_alan;Nysosan;Nysos;;;;;;;;;;;;x
c_naissus_adj_arberian;Nishian;Nishi;;;;;;;;;;;;x
c_naissus_adj_armenian;Nysosan;Nysos;;;;;;;;;;;;x
c_naissus_adj_georgian;Nysosan;Nysos;;;;;;;;;;;;x
c_naissus_adj_german;Nischian;Nisch;;;;;;;;;;;;x
c_naissus_adj_greek;Nysosan;Nysos;;;;;;;;;;;;x
c_nakur_adj;Nakúrí;;;;;;;;;;;;;x
c_nalshia_adj;Nalsian;;;;;;;;;;;;;x
c_namur_adj;Namurois;namuroise;;;;;;;;;;;;x
c_nandana_adj;Nandani;;;;;;;;;;;;;x
c_napoli_adj;Napoli;;;;;;;;;;;;;x
c_napuballan_adj;Na Puballaneach;;;;;;;;;;;;;x
c_naryn_adj;Narynian;;;;;;;;;;;;;x
c_nassau_adj;Nassauer;;;;;;;;;;;;;x
c_nasya_adj;Nasyan;;;;;;;;;;;;;x
